role_id,bidang,nama_role,deskripsi,skill,gaji,R,I,A,S,E,C,2d/3d animation,3d mathematics,3d modeling,3ds max,a/b testing,accessibility (wcag),active directory,adobe after effects,adobe illustrator,adobe photoshop,adobe premiere pro,adobe xd,affinity mapping,agile,ahrefs,airflow,amazon seller central,amplitude,analytics reporting,android studio,angular,ansible,apache spark,api testing,appium,arcore,arkit,attribution modeling,audience research,aws,aws iot,azure,azure iot,backup & recovery,backup management,bash,bash scripting,bert,bgp,bigquery,blender,blockchain architecture,blog writing,bpmn,brand advocacy,brand identity,brand messaging,brand voice,budgeting,burp suite,business requirements documentation,c#,c++,c/c++,campaign coordination,campaign performance analysis,campaign reporting,canva,ci/cd,cinema 4d,cisco networking,cloud architecture,cloud infrastructure,cloud security,cloudformation,cms,cnns,collaboration,color theory,community engagement,compliance,compliance auditing,component design,content analytics,content creation,content marketing,content moderation,content strategy,copywriting,crm,crm analytics,crm data management,cro,cryptography,css,cuda,customer segmentation,cyber threat intelligence,dapps,data analysis,data entry,data guard,data modeling,data vault,data visualization,data warehouse design,data warehousing,data-driven strategy,database design,database recovery,dax,dbt,deep learning,deep neural networks,design systems,design tokens,digital marketing,digital painting,disaster recovery,discord management,dns,docker,documentation,editing,editorial planning,email automation,email communication,email management,email marketing,embedded linux,enterprise architecture,erd design,ethereum,etl,event coordination,excel,express.js,facebook business manager,feature engineering,figma,fine-tuning,firebase,firewall configuration,firewall management,firewalls,flask,forensics,funnel analysis,game interface design,game physics,gcp,git,google ads,google analytics,google search console,google workspace,gpt,gpt-4,gpu computing,group policy,hadoop,hbase,helm,heuristic evaluation,hive,hootsuite,html,hubspot,hugging face,hugging face transformers,hyper-v,hyperledger,ids/ips,image segmentation,incident response,indesign,index optimization,indexing,influencer marketing,information architecture,instagram ads,interaction design,interview techniques,intrusion detection,inventory management,invision,iot,iso 27001,java,javascript,jetpack compose,jira,journey mapping,jwt,kafka,kali linux,keras,keyframing,keyword research,kotlin,kpi reporting,kubernetes,lan,landing page optimization,langchain,layout design,link building,linux,llms,load balancing,log analysis,lottie,machine learning,malware analysis,mapreduce,market research,marketing attribution,marketing automation,maya,meta ads,meta ads manager,meta business suite,metadata management,metasploit,microcontrollers,microservices,microsoft 365,microsoft office,mitre att&ck,mixpanel,mlflow,mlops,model deployment,model fine-tuning,mongodb,motion graphics,mqtt,ms project,mysql,nagios,named entity recognition,network administration,network architecture,network defense,network security,networking,nist framework,nlp,nltk,node.js,normalization,nosql,notion,nsx,object detection,on-page optimization,opencv,openxr,oracle,ospf,pattern libraries,penetration testing,performance marketing,performance tuning,pl/sql,pmp,postgresql,postman,power bi,powershell,process mapping,procreate,product analytics,product listing optimization,programmatic advertising,project management,project management tools,prometheus,prompt engineering,prototype testing,prototyping,proxmox,python,pytorch,qos,qradar,r,rag,react,redis,rendering,replication,requirements analysis,research,resource planning,rest api,restful api,risk assessment,risk management,rnns,roi analysis,rtos,salesforce crm,sass,scala,sccm,scheduling,scikit-learn,scrum,selenium,sem,semrush,sensor integration,seo,seo basics,seo writing,shader graph,shader programming,shopify,siem,sketch,sketching,smart contracts,snowflake,social media,social media content,social media management,social media marketing,social media strategy,solidity,solution design,spacy,spark,spatial audio,spatial computing,splunk,sql,ssrs,stakeholder analysis,stakeholder communication,stakeholder management,statistical analysis,statistical modeling,storage management,stored procedures,storyboarding,storybook,substance painter,survey design,swift,system monitoring,t-sql,tableau,technical seo,tensorflow,terraform,testng,text classification,texturing,threat analysis,threat intelligence,threat modeling,tiktok,trello,typescript,typography,ui/ux design,uml,unity,unity ui,unreal engine,usability testing,user feedback analysis,user interface design,user research,uv mapping,ux principles,vector databases,version control,virtualization,visio,visual composition,visual effects,vmware,vmware vsphere,vsan,vue.js,vulnerability assessment,vulnerability management,vulnerability scanning,wan,web3.js,webpack,windows,windows server,wireframing,woocommerce,xcode,yolo,zbrush
R033,F02,Product Analyst,"Product Analyst menganalisis perilaku pengguna dan performa produk untuk menghasilkan wawasan yang mendorong peningkatan fitur dan pengalaman pengguna. Aktivitas hariannya mencakup analisis funnel, A/B testing, pembuatan dashboard dengan Mixpanel atau Amplitude, serta kolaborasi dengan Product Manager dan tim engineering. Mereka membantu perusahaan membuat keputusan produk yang didukung oleh data nyata.","sql,product analytics,a/b testing,tableau,python,mixpanel,amplitude,excel,data visualization,funnel analysis",15792343,0.167,0.833,0.25,0.417,0.5,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R034,F02,Big Data Engineer,"Big Data Engineer membangun dan mengoptimalkan infrastruktur pemrosesan data berskala masif menggunakan teknologi seperti Apache Spark, Hadoop, dan Kafka. Tanggung jawab hariannya meliputi perancangan arsitektur data pipeline, optimasi query di Hive, pengelolaan cluster, dan memastikan data tersedia secara andal untuk analitik skala besar. Mereka menangani tantangan volume, velocity, dan variety data yang tidak dapat ditangani sistem konvensional.","apache spark,hadoop,sql,scala,python,java,kafka,hive,hbase,mapreduce",9796166,0.333,0.917,0.167,0.083,0.167,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R035,F02,Analytics Engineer,"Analytics Engineer menghubungkan dunia data engineering dan data analytics dengan membangun lapisan transformasi data yang bersih dan siap analisis menggunakan alat seperti dbt dan Snowflake. Pekerjaan hariannya mencakup perancangan model data, penulisan transformasi SQL, pengujian kualitas data, dan dokumentasi pipeline. Mereka memastikan seluruh tim analitik memiliki akses ke data yang terstruktur, terpercaya, dan mudah digunakan.","dbt,sql,python,airflow,spark,data modeling,snowflake,bigquery,git,data warehouse design",8000000,0.25,0.917,0.167,0.167,0.25,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R036,F02,Deep Learning Engineer,"Deep Learning Engineer mengkhususkan diri dalam membangun dan melatih jaringan saraf tiruan yang kompleks untuk memecahkan masalah seperti pengenalan gambar, suara, dan teks. Kegiatan hariannya mencakup desain arsitektur model deep learning menggunakan PyTorch atau TensorFlow, optimasi GPU, dan eksperimen dengan dataset berskala besar. Mereka mendorong batas kemampuan AI melalui riset terapan dan implementasi inovatif.","python,tensorflow,pytorch,keras,deep neural networks,cnns,rnns,gpu computing,cuda,hugging face",13878761,0.25,1.0,0.333,0.083,0.167,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R037,F02,NLP Engineer (Natural Language Processing),"NLP Engineer membangun sistem pemrosesan bahasa alami yang memungkinkan mesin memahami, menafsirkan, dan menghasilkan teks bahasa manusia. Tanggung jawab hariannya meliputi pengembangan model text classification, named entity recognition, dan sistem tanya-jawab menggunakan framework seperti Hugging Face Transformers dan BERT. Mereka menggabungkan linguistik komputasi dengan machine learning untuk menciptakan aplikasi AI yang komunikatif.","python,nltk,spacy,hugging face transformers,bert,gpt,text classification,named entity recognition,sql,tensorflow",10000000,0.167,0.967,0.417,0.083,0.133,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R038,F02,Computer Vision Engineer,"Computer Vision Engineer membangun sistem yang memungkinkan komputer menginterpretasikan dan memahami informasi visual dari gambar maupun video. Aktivitas sehari-hari mencakup pengembangan model deteksi objek dan segmentasi gambar menggunakan YOLO dan OpenCV, pelatihan model CNN, serta optimasi inferensi di perangkat edge. Peran ini sangat relevan dalam industri manufaktur, otomotif, kesehatan, dan keamanan.","python,opencv,tensorflow,pytorch,cnns,image segmentation,object detection,yolo,cuda,scikit-learn",8700000,0.25,0.967,0.417,0.083,0.133,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R039,F02,AI Prompt Engineer,"AI Prompt Engineer merancang, mengoptimalkan, dan menguji prompt untuk mengarahkan model bahasa besar (LLM) agar menghasilkan output yang akurat, relevan, dan sesuai konteks. Pekerjaan hariannya meliputi eksperimen teknik prompting seperti Chain-of-Thought dan RAG, pengembangan sistem berbasis LangChain, serta evaluasi performa model AI secara sistematis. Peran ini muncul sebagai profesi kritis seiring adopsi masif generative AI di berbagai industri.","prompt engineering,llms,python,hugging face,nlp,langchain,gpt-4,rag,fine-tuning,vector databases",7000000,0.083,0.75,0.75,0.333,0.417,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R040,F02,Data Modeler,"Data Modeler merancang dan mendokumentasikan struktur logis dan fisik basis data yang mendukung penyimpanan, pengambilan, dan analisis data secara efisien. Kegiatan hariannya mencakup pembuatan Entity Relationship Diagram (ERD), normalisasi skema, perancangan data vault, serta kolaborasi dengan tim engineering dan analitik. Mereka memastikan fondasi data perusahaan terstruktur dengan baik untuk kebutuhan saat ini dan masa depan.","sql,data modeling,erd design,normalization,nosql,dbt,snowflake,data vault,python,metadata management",27264928,0.333,0.917,0.167,0.167,0.25,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R041,F02,Data Architect,"Data Architect merancang arsitektur data enterprise yang komprehensif, mencakup data warehouse, data lake, dan pipeline integrasi untuk mendukung kebutuhan analitik bisnis. Tanggung jawab utamanya meliputi penentuan standar data, desain skema data warehouse di Snowflake atau BigQuery, dan penyusunan roadmap transformasi data. Mereka memimpin strategi data jangka panjang organisasi agar selaras dengan tujuan bisnis.","sql,apache spark,scala,python,mongodb,hadoop,data warehouse design,kafka,cloud architecture,dbt",10000000,0.272,0.772,0.193,0.152,0.28,0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R042,F02,Database Developer,"Database Developer merancang, mengimplementasikan, dan mengoptimalkan basis data relasional menggunakan SQL, T-SQL, dan PL/SQL untuk mendukung aplikasi bisnis. Pekerjaan hariannya mencakup penulisan stored procedure, desain skema database, tuning performa query, dan pembuatan index yang efisien. Mereka memastikan data tersimpan dengan aman, konsisten, dan dapat diakses dengan cepat oleh aplikasi.","sql,t-sql,pl/sql,stored procedures,postgresql,mysql,performance tuning,indexing,data modeling,database design",8442055,0.333,0.833,0.083,0.083,0.167,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R043,F02,Database Administrator (DBA),"Database Administrator (DBA) bertanggung jawab atas instalasi, konfigurasi, pemantauan, dan pemeliharaan sistem manajemen basis data seperti Oracle, PostgreSQL, dan MySQL. Tugas hariannya meliputi manajemen backup dan recovery, optimasi performa, pengelolaan replikasi, serta penjagaan keamanan dan integritas data. Mereka memastikan database tersedia 24/7 dan beroperasi pada performa puncaknya untuk mendukung operasional bisnis.","sql,oracle,database recovery,backup management,performance tuning,postgresql,mysql,replication,data guard,index optimization",8610698,0.305,0.638,0.033,0.215,0.323,0.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
